1 44 56 0 0 2 10 0
1 45 0 0 0 2 10 0
1 45 6 0 0 2 10 0
1 45 23 0 0 2 10 0
1 45 26 0 0 2 10 0
1 45 37 0 0 2 10 0
1 45 39 0 0 2 10 0
1 45 55 0 0 2 10 0
1 46 5 0 0 2 10 0
1 46 13 0 0 2 10 0
1 46 22 0 0 2 10 0
1 46 40 0 0 2 10 0
1 46 46 0 0 2 10 0
1 46 53 0 0 2 10 0
1 46 59 0 0 2 10 0
1 47 3 0 0 2 10 0
1 47 18 0 0 2 10 0
1 47 24 0 0 2 10 0
1 47 26 0 0 2 10 0
1 47 42 0 0 2 10 0
1 48 6 0 0 2 10 0
1 48 45 0 0 2 10 0
1 48 51 0 0 2 10 0
1 49 1 0 0 2 10 0
1 49 22 0 0 2 10 0
1 49 26 0 0 2 10 0
1 49 29 0 0 2 10 0
1 49 31 0 0 2 10 0
1 49 41 0 0 2 10 0
1 49 43 0 0 2 10 0
1 49 59 0 0 2 10 0
1 50 1 0 0 2 10 0
1 50 27 0 0 2 10 0
1 50 28 0 0 2 10 0
1 50 38 0 0 2 10 0
1 50 40 0 0 2 10 0
1 50 55 0 0 2 10 0
1 50 56 0 0 2 10 0
1 51 3 0 0 2 10 0
1 51 37 0 0 2 10 0
1 51 48 0 0 2 10 0
1 52 11 0 0 2 10 0
1 52 19 0 0 2 10 0
1 52 37 0 0 2 10 0
1 52 46 0 0 2 10 0
1 52 48 0 0 2 10 0
1 52 52 0 0 2 10 0
1 53 6 0 0 2 10 0
1 53 13 0 0 2 10 0
1 53 23 0 0 2 10 0
1 53 31 0 0 2 10 0
1 53 36 0 0 2 10 0
1 53 52 0 0 2 10 0
1 53 57 0 0 2 10 0
1 54 4 0 0 2 10 0
1 54 14 0 0 2 10 0
1 54 16 0 0 2 10 0
1 54 17 0 0 2 10 0
1 54 25 0 0 2 10 0
1 54 37 0 0 2 10 0
1 54 52 0 0 2 10 0
1 54 55 0 0 2 10 0
1 55 16 0 0 2 10 0
1 56 8 0 0 2 10 0
1 56 18 0 0 2 10 0
1 56 27 0 0 2 10 0
1 56 47 0 0 2 10 0
1 56 56 0 0 2 10 0
1 57 8 0 0 2 10 0
1 57 10 0 0 2 10 0
1 57 11 0 0 2 10 0
1 57 20 0 0 2 10 0
1 57 37 0 0 2 10 0
1 57 45 0 0 2 10 0
1 57 49 0 0 2 10 0
1 57 52 0 0 2 10 0
1 57 59 0 0 2 10 0
1 58 19 0 0 2 10 0
1 58 24 0 0 2 10 0
1 58 31 0 0 2 10 0
1 58 36 0 0 2 10 0
1 58 38 0 0 2 10 0
1 58 43 0 0 2 10 0
1 58 51 0 0 2 10 0
1 59 2 0 0 2 10 0
1 59 4 0 0 2 10 0
1 59 10 0 0 2 10 0
1 59 16 0 0 2 10 0
1 59 17 0 0 2 10 0
1 59 26 0 0 2 10 0
1 59 39 0 0 2 10 0
1 59 43 0 0 2 10 0
1 59 48 0 0 2 10 0
1 59 52 0 0 2 10 0
